hashedid,w7_started,w7_complete,w7_starttime,w7_derived_starttime,w7_endtime,w7_derived_endtime
910358c04fdcba21b836f8dc380f67d4125851a9136c20d1eb82a6f35718816bac3d37e6539a39e1f045f44a94db1b220644f148093b2974db2726ee78b1a2bc,True,True,74.21981402722223,74.21981402722223,15.51935017611111,15.51935017611111
0eccaf277df81a4510aa201478a2913d10073eb243f6394df91ba4d6de37874e873bae645bec392789e51d992883d0b28c4a31832419c48835b3bf2be35a2064,True,False,3.6325179630555557,3.6325179630555557,0.1653107025,0.1653107025
1e41e0bd68d834f49ce757ef03aa389cdcd77351ba91faffaeb2d704cb621935bf46f53265eca5c9fc17a5b71d454cc59dedbb34c055010730e1e8adad32e575,True,True,124.5895215375,124.5895215375,68.56150060805555,68.56150060805555
7e0814cda4ebd7df20450403bd6af975d155338e9873470221f4ed67fb4cae8f8aa5d695458c03f52a7e0aae0f22c641d902eb4419ca4c1c2c3a9c44d4b9b2ac,True,True,72.80635981583333,72.80635981583333,13.10236564388889,13.10236564388889
03e40759291a858499423aaf6be2de57d788c827f8cd040f5a3bd09591a37755764db78e012c213f5ec9fee4a83579149c13ccaf0ee1226ebf2fc1dc1dba8eff,True,True,2.3928135705555555,2.3928135705555555,0.4825418022222222,0.4825418022222222
5054e667a47c64f77dbf570f26490043ef86843bb28935ce69cc0e9057f31fdd12f2e5fbc28f690778759a71b18e373f96a65a0dfc4b3d35e8033ed0a7d015bb,True,False,90.52968753472223,90.52968753472223,89.81587205166667,89.81587205166667
97dc49f9e09be5312c284eae1559f1ca9e18c3fbaf36d766d55862dcc7f6d9cc889513fd1dbedfc794f6f573899783a682feda92bbd09032761eb6049b7c8b70,True,False,2.6621955975,2.6621955975,0.0452150675,0.0452150675
8b6e885ea9bfbafe99b1b7cdede4eba85013575824aff21e3ff644a27938219fa83cfe41c025768e94764289e98d1cdbd39512dc237cd2b5869963cd9deae76f,True,False,119.78011789833333,119.78011789833333,12.130012065833334,12.130012065833334
af26b02990404845c92fa62e7d602e06db41bbcf9312133dd6592ab16367e6fbbf9b7cc03be5182f8b460aa027d9591bb5a42bca8729768350326f930e016a16,True,True,119.87343060916666,119.87343060916666,119.52096168861111,119.52096168861111
b1daf00b914a854f222bc54d3931be097a427823f610024f0b2f2e89d7516eb208ee025c65b78a803f023fef621aad2d5135c3c0f4856e8e528ef37cd0f71001,True,True,5.406854987777778,5.406854987777778,1.0920538188888889,1.0920538188888889
c83a66911106ebe42d53ee6be44659fe2dfdab30f0b289357961b27fa4c2f7bac8001625751710dc7aea8559594c340c3fa7101594c1348d019abb6ed715c9e9,True,False,9.78564468861111,9.78564468861111,9.674791225,9.674791225
ab6cb9ced115912aae9d1ed4409e83b11c52967cf9ef9f59aecece216c833bb7e3174599093105c463cd5fcdfc2e367b7eeeed32d044929e82033f5fb0bca5b5,True,False,17.565602452222222,17.565602452222222,15.903118883333333,15.903118883333333
8cf242db6074fda30324ff4c0a9351585150e9173c7a27a89c19a6bcdb1e23e8f5b757eae04ab096d3a1f2239094c0257e450269a3eaf83db34ac8401ac1f5f3,True,True,117.264276475,117.264276475,1.5098926333333333,1.5098926333333333
129a421a3a97e51636a94e104386539aa50a87f94226ea11764f6ed5b54c01829fefb3ae5585bec20906d2a01b86351ccfdaa3cc3dbab6c3447a979b3ff0fc3b,True,True,20.345524189722223,20.345524189722223,19.941241537777778,19.941241537777778
aff015d43af913f45bff9f8f0c0b92280ec6839e659e517638d2a588ee3942ca72d57a24f61c9244f85f1ba37d73e673de349ff291ad6777f955012119d2d7ef,True,True,1.0444900972222222,1.0444900972222222,0.3959991225,0.3959991225
c814a4ea79969bc2283c0804258ae66cba410319c68a56c6b1c94296927f24f29fa1827e2f93909d53a6f542dce10171d2153c7a9a134d65825e916fa7675673,True,True,78.8855087225,78.8855087225,18.03780315111111,18.03780315111111
70406b52aa8c42162d4786d2bf06bc20a145dcaafdb11a3f38ddfe25736140d11fbf46b8d78eba017c68794f25ebbdb93bee55c9d981b77ed1a7a4cd43b0c8ba,True,True,42.51626837305555,42.51626837305555,27.416710720277777,27.416710720277777
eda69ed4ea6b3387d3680a3976535f9af27f062c8fdaea9bcc251db49b293b7c0bffa1a654b2a815033b6bcedbe90837a682e5e0f81824dbdf2649363816c93a,True,False,86.76283780888889,86.76283780888889,50.08315404194445,50.08315404194445
4f8da449a4da17852ece73a153cb16d1861a1e8fbe0443e4278480339b91b443651a061fc35e84ba466b9f14b0dfcbd386640a3cf04c371f06cbc511ca200a56,True,True,3.5959054405555557,3.5959054405555557,2.862960438888889,2.862960438888889
433e3bc232ecb5fb8f7c455cd549fe5ad45cf4f7afc36a4d102945be7517604cbce6710865bcfba1078520780f2f522130c487cdf9aeb259faebeaedf744afac,True,True,75.24169438833333,75.24169438833333,73.2186098038889,73.2186098038889
3b5f467ebb5b3205e90ca7d10e0893b5d6bf25402db52f178a12547e9fa1fe03da845348d0c664e764eb8e2608463120d270e723c9d30e2e8ce32ab04def19bc,True,True,6.002092140555556,6.002092140555556,5.802888231111111,5.802888231111111
cf044f8758f47647f0028bd57fb2e0921ce4f6e2db690cce0797e9847a8b3f8c38f89b0bd3841762a6fb3bd62fb66f4dc471d680e58d7ac9572e4549047f67c0,True,False,0.6035286830555555,0.6035286830555555,0.04366825638888889,0.04366825638888889
c3eac7cf2ec1fbcc281a1fba3533ff217ac2ad7853eefafff25fd9d264c32a2dbdd9d75ce4490951f17385dd031454a19bf4410b1b53dc8060882a7bd32728b3,True,False,138.79096533,138.79096533,41.591149646944444,41.591149646944444
033d949084c2e2ee8f025bcda5fb3470ac6abe0982b28122f85384deccdb3e8de68b0496b8613d4e68255f1d23b2d2e8746da751784400b0de7bcbb4e542f384,True,True,68.11971490722222,68.11971490722222,63.60898205472222,63.60898205472222
7202b974f7de9ae9857497b164f0b00d83c807d5e8ca78a7c0ee89e8098b249e321dec42e1b1e43a9b620c7490b0e340eefe6e460fa748d3e4ad9bbe7369c0bb,False,False,,0.0,,0.0
f8f2b3a566da56b8864e7121ad62f7e6a74e0077fbc88b8918b95b0aff152a6aa176a9d28692176532a207b632cf672c976558e50ddad753d14e5513436c33ef,False,False,,0.0,,0.0
ecadb9d5dd63dcff731edb3e7bfc9ceb4c8256a4d0ff375a09a5e09e31274c7250bfd31bf2cc606641e28e6e62a0a4007abae3b6d7d2945cf68179d193c8c81b,True,True,15.336365515833334,15.336365515833334,15.063812025555556,15.063812025555556
5545d3cca5f84b825b74e7c87f863b56e4ceaed5046f93f02dd08115b2071d6b38dd7145fac3fe948bea228299296205c94de01670700e692ee9ce490b0aa064,True,True,4.8541192825,4.8541192825,4.336972908611111,4.336972908611111
5344ad739654ebb34d2f065aaf09a6b052f6ee0d0d1f2d1437d217c89a3d548e7cded679930e89fb6ae204b377dc3b3f2ad8b7837dc94be2bb1f55958217dc1f,True,False,1.7207798063888888,1.7207798063888888,1.6157968369444444,1.6157968369444444
cbbe51b78ff493df1a5f5c70e7f6fd535cc93fb78dc3c4caa57040fb8eb8c9ac61b32a42394952b08d97c74cb403634f91b58de3890f653cb13b93fee2e84d13,True,True,142.95361863833332,142.95361863833332,137.26717686805554,137.26717686805554
34a916b225ab22f5451af94693c0d850079be873f30bb43ebc04b77e8c6b4c097ea03a71951e4136ddddedd91ee239dcd2ca028474f33df3630cf97e8e02c341,True,False,0.6628119919444444,0.6628119919444444,0.5290835125,0.5290835125
26fb2f7146969be6a69f6547ea1191c87790b6cf904973aebfd37b49274fe7fc625819951983df6e45a0d35c00804487996b85292289fcfee9a2fdbb0aa5555d,True,True,53.576109683055556,53.576109683055556,53.381416872222225,53.381416872222225
b811831e6b992f0783162cdd71ff2f9855666922099c0a79d83f3ce5257eb9f4e131318b10a167e1c7b4383bdeb01abc076e6db5a5d1bdac029a256b333b2782,True,True,4.564013655555556,4.564013655555556,3.9040948255555556,3.9040948255555556
b440c7f116bf84f5a6e5b691547eeb27d46827d40b6230069750d1aa6dc0766122a3477d1ab272b37dd780f022981f5b7dce745764fe2c1fdcb617342965a7ae,True,True,99.73156876,99.73156876,48.21520795777778,48.21520795777778
4bb46844878caca8c41eb4f2b26e99a6245e23212823b1245ee29f950970db494a9934eb11716a7d1e3f9e856b89d2ce41e17329e31b6d40117ee713172e53eb,True,False,64.55686214138889,64.55686214138889,63.883383091111114,63.883383091111114
94dd5aa856ab8107709c8c72b0cc6293654ec2137648748f1a53be81fdf163aa711c22b3f72de1fde5790ddef2e2a6716632815b1ad70ff65d3c5b0cee7d916d,True,False,64.97103315055556,64.97103315055556,64.49769243277778,64.49769243277778
dddab9b2c9099ecb0ce282b7450c7f96f32a7e1bee1fdcc3e18825ee04db0b02886a69abbb82881a99a0e834452808fefb5ee36be4399d8535936b20326895cc,False,False,,0.0,,0.0
3f64c8e722f6e38de0873ede731188954aa24784e4b5ce1e1f6e2479fd8dd6352b11461abfa97afedebdfc9dc9c3d401400c26b83195af1147d914e0db47d6d9,True,True,22.730902046666667,22.730902046666667,22.256501195277778,22.256501195277778
114130b1a219ff0c8b8c072a683ee45fe49c9935b86ab3f2fd60280a45cf03c2ba8813880b6f666467e74a298e7e22fb97df8f24048a72f746d0dcd2a8a98d22,True,True,42.26491739638889,42.26491739638889,41.531540813333336,41.531540813333336
08e13183e047fa3f40f2a799b4e55ac17da76ae1a2da8f5d6760fd436fa1fe69e704ee1eb44257a06df742e2ac1bf25dfa9f86da3197315bc0928abf0e6d7bce,True,True,115.58137471388889,115.58137471388889,43.956156998611114,43.956156998611114
59827fa54e03cc1eef4cffd68cea3d72422f81b1f8726de89ad7d1ed147f0e18de1ed73c61f127d26cb601f28630c063323acd02bab9dead9f2976d9bf941b23,True,True,38.047755286666664,38.047755286666664,6.195428409444444,6.195428409444444
1b997494b4347d8896f73e49d5414a3bc25f575438d2473d36c45c47399a3756a8ff9f281b7639daafec284621585046f085d072b4f525731ca3cafa8799303d,True,True,1.9695780158333334,1.9695780158333334,0.6349442286111111,0.6349442286111111
b7f449a901be813a0b79d7e5034ce09db905001d441fc70d9072bf439eca4d3848f4da002dbbb84ab8c71fd5280d6bf32f28c54f86d93efe27d800cd04b19aa6,False,False,,0.0,,0.0
9a7e8794ec8bbb3696cbafa15a8382c0bed01b007c84b7438af8b683e1f12bb366bdbf2e0e026cadd07faf07e666408fa0c56ac78f0cd245b928094db008e4b3,True,True,51.263456758333334,51.263456758333334,50.43952589472222,50.43952589472222
6bf4591e2fdc43ac9416c4cbcf72694ebddb42b719bab4f111734cdf1d612a5dfb5e6021a1b860a4050e9543951686ec3413d3ce48f4d13f279fe85b88d9044c,True,True,94.4469531325,94.4469531325,45.87331371611111,45.87331371611111
828a2c62db730981957dca0414f086870ea3d8c0961a206342db244ad2d77bb1732148a0cb0133a0f35a4808120039236a20874e462073647a7fa33391639e91,True,False,17.123350317777778,17.123350317777778,13.139919246388889,13.139919246388889
d33c7fadacefda9700f6fe1b90179c534ff64b36156682199f8d063971c883f9e1527736d4e8ecd10e779baf31b56d1b1f60adbd89c0ff7d1728b42986ebc2a2,True,True,75.63612163305555,75.63612163305555,69.20119848611111,69.20119848611111
f7c6898cd5c7b8f943bd9de6e9cafa4b9ab02676296c113a582eb45959879b537ebb4454a3c4e6000f19574b925e44025da473ddc2b2a5ab997f15c4402c1827,True,True,91.74227956527778,91.74227956527778,91.09293096944444,91.09293096944444
f24b5200b41f12252db17c00e2de7dcb28ac46061508f6ce6b3843eb0e5477be679aeecaeea6d8ca3869efa9997c7b3d6c405ec13f6b6e5373e9d50111a6f43b,True,True,70.39455761583334,70.39455761583334,7.0730448075,7.0730448075
bc066cc9e30c4415e54545881ba81c7e1604b8a6476dacb414e846a0dc33dbfe608ce51d25f1ef935f8f2e8f6fbeeb48244a98b08c400a6ef9efd033bf4db1b1,False,False,,0.0,,0.0
c9e2f8a3938ca37c417be239ca35361c8f716d353c47531970c99bc2eb3efd0bf47c25e49f8ba0305658757265e012ef942c099a92d825ffde1d5b840a98b41d,True,True,100.02698660194444,100.02698660194444,17.353229034166667,17.353229034166667
a00cbda66857e547189284c857318d3ea522d580d43156ef0767fac8f4a034ce03abe55d66936dc234f80625a3f18c8377d926e559fc3a28b859eb975a196313,True,True,46.109431433055555,46.109431433055555,45.24490874722222,45.24490874722222
f033a99ee15e0a4d81070a7d62b2f043e4c312cdf2bc0a649640cdf2010c364f1584a6623ddd6400de58e78d29a80241b7dc0c0e5b88a462182d44d20afabe98,False,False,,0.0,,0.0
b0b92358445177e2431266707b43012ada12a84064e63f0b919816f510b5114bd755e6dabcde6b24a79374c538a651c7234877acef504632ea23bb2fabc2dcbe,True,True,147.2243892402778,147.2243892402778,72.52602685666666,72.52602685666666
ffc3fa30344b1d4afd9c203a4718357eec8764c7285aa369cce789509cb4692244c6dffbcf6c8fa0f1c215755706d659f88b348fc1dee475aaa634e7215e291a,True,True,22.972217679722224,22.972217679722224,21.279561753055557,21.279561753055557
1d08ba1f2200fc91ced553c01ffcdcd1815d5efc5aef9d9c8c842ce9d798427c96fb8f44be021fe809eb083d697b5fdd8aa70505f1f61e70f7d66f4322f66fbd,True,True,46.31264508277778,46.31264508277778,45.99850001805556,45.99850001805556
90ea5ea0d3f9cf1647b81b4a7058e9af9d3accb4bfbf631830b0179314414467696f55df8a599e9664ac92a267d680251a113668b40b05ce5716b88768e8807d,True,False,112.875128435,112.875128435,18.22619661527778,18.22619661527778
053319edc79556fefb141df4a42233c4d0985607dcaa5e24d675b297fbeda627d642c3dd14b72b472220c7f5806a6ea545801bbf73109d6bb9c0aeb4b70efe28,True,False,1.88899551,1.88899551,1.8091367983333333,1.8091367983333333
aefbf1937531657f96625c046019db9b5aa4993ee41956b162f9e5c1c47403a372b8cce4551299ea5897ff06d1bd47f740eb2da6c7befd8a0c46b2b6298a4718,True,True,69.29201362277777,69.29201362277777,41.76476799861111,41.76476799861111
da5a90804fa68950172eccda7491f11d4c90e0cdf88384ff7364e58106870880c05e2f33627eb473370612b62f81475e994d53ef0c3071d5ca529fe032c1fa1e,False,False,,0.0,,0.0
d656d058ef74ab5922da33a5ad55638883d5e8ce7208a8b1f42929ca5d35a618b0b1fa99950836effad0cd4d17e2d15c70380ec40b92ab729da1b6666e150bf5,True,True,5.981165201944444,5.981165201944444,5.251666481388889,5.251666481388889
fcaf12adba8faa406681c3973a78d91cd52864501152b2665e18b685584711c29b01bd5b0c32377de207a16ebbcd63baccf439d1bf2937cfc30f4304afbf6531,True,False,4.1331826175,4.1331826175,2.829219838333333,2.829219838333333
ce4a452ca5b6a8541135b8a980d88087159872fac9bdb099e29f941b0edf5a8d5320c742f64e7c4217c214920e3850f26bc4dab6e69bf9b22d40da14e1d7c478,True,True,29.2568095625,29.2568095625,28.856342999166667,28.856342999166667
18fc93287c284363f7ae91b9c0cc31cf7dcb51112321d3907997f6fe48cb8a5b4dd331229f7ebd6748b164f9a97575f058f8941b7cfaf334c0b812f313c1c7a1,True,True,9.647962274166666,9.647962274166666,9.201170129444444,9.201170129444444
e201c6eaf921d816beccac9dc5ca0b65263db5986fc56239bc2693a5cea16f2b02dc7991607d554ebfb6984b23485e2bc3a435aa3eabe7ce7ad602be20992ee1,True,False,22.675258057222223,22.675258057222223,3.823424681388889,3.823424681388889
0faa7a9c8a8ac3e44d36492a5dad54ed243f7e5b4ce2096a991e78dda0edad5cf92bb86d47593166604ba05353ee9bb5c9e90a192e8fd410e84748f179e8e4cb,True,True,98.2784369025,98.2784369025,0.7676889483333333,0.7676889483333333
380c732b144039ee509ffc0225af8d3e399c0e0065b90ba8f4e32460887521070412fd57e8eee780f2c487ce736cf51624e597000d4225d89034281655a8b353,True,False,70.82925003305556,70.82925003305556,69.7797147875,69.7797147875
ce33401eee2e69c4b691e71514a962549184f3c5c553885eb383f83f399a9ea91fb2b5764f41f9136951b8340dd68444951eeaa00c6a01815bbecb61b4ce3efb,True,False,52.349446370833334,52.349446370833334,52.2532318125,52.2532318125
c3f8554eb03bc47f70612b614d030e5fbf6e5513ee6ed56db8544263acb9cc81955148a65b2e833b2cfe821de4c6786a6c4c5117e04d2059968dc5b908ab55eb,True,False,4.188968986944444,4.188968986944444,4.066930772777778,4.066930772777778
4306de9ad95af4725f413aa7ccf8c669ad7b596251489f1a6b52e3d29e4e0b07d603adef145f8a9152b84b3918d8fe1ad3c6444b173a092b009b356c9159caa2,True,False,19.365037412777777,19.365037412777777,19.212410563055556,19.212410563055556
c94066ebfd1cbb1adba92198aee26e55ecc91bc325c46c48d1ee8dbaa09d9ea8226c667b8ee6c8a7a23f6a32796d1af915858a3c5d35588b07c5508afce36ee3,True,True,72.26476327166667,72.26476327166667,71.94874798222222,71.94874798222222
5d7d182b687dc16c9f8e96013d1fe196ad20edfec68db6f2294b1a6155f18838990364601728bd11df372222899bb101db6b5730e4525509a6c69cf691d23143,True,True,29.11697710111111,29.11697710111111,27.433955212222223,27.433955212222223
1fc855d083b993ce3c3fe9d37d19e67801b79d5d885efe32ac94a6f0d73ce5fa1bb7dc2348789001c16288974eba1cc5e00332f74a1b6d4822cd4d0add71470a,False,False,,0.0,,0.0
e2f393ffc9f94aa8d8ee6526855a0a23298620386af21671a288a8b0e88cecdc6ac357a5ebf3e3d15651b1895e875b99bfa96ae8b24d6db479224b203bdc5f2b,True,True,1.835201583611111,1.835201583611111,0.5523678272222222,0.5523678272222222
e9167bb06607bf35e7f6f4e08356aa66adc0d280e35d046a65ab230d8e793afcaf136a066078f9ea7d0921cc16b8007ff6ef68561a1c5cfb5be6e25a9ae56100,True,True,3.776366219722222,3.776366219722222,3.211530046388889,3.211530046388889
ef494ef5d1fec7a5db2660f0fb9dd6f3e15480d7e23a050ac0455ec3908401e702a2614df0f7c2d8b9f196896aecc60762cc16cec489d73c52b860ecc2ee7ae3,False,False,,0.0,,0.0
05dda91f46327ac24ef5aee66d4895d13bf7a15538cb7d99d3dc6c6089462a7d2efeb2461b295465a3471b726db5c1d5fdd29dde39727a282dffa171762688f8,True,True,97.22573701388889,97.22573701388889,77.72188397361111,77.72188397361111
29761f12cecf63273a15632383edfb2b3368fa0fd6775184a454a92bff70ac39d3bd1fab4fc15f99b5d37391a4f5313dcff604413d3a2a21d59b3ee15e583365,True,True,67.3484142525,67.3484142525,17.859813861666666,17.859813861666666
11bddc65f68f13ade11610e0f5b9be26eb0e75a18f5ad2ca271e7edc36d7e167b8836077675d7fdee6c414f3a47772a3eaf2924a62e550c59e7b0b1a735477df,True,False,88.33652794277778,88.33652794277778,88.27995009555555,88.27995009555555
244cbc177b1e617f41c13f1aa3695891d3e76ea4f11dcd7e0bc04b618d96de1cef8a214374fda9c174fe4a5ee257fb47d219b8300a04802a84ae07d7514654ce,True,False,103.8435931963889,103.8435931963889,103.78075101527777,103.78075101527777
b906e216d1859a7bc1808daf3a1523b2928d0cf4657baa8f2b16f9c066772d7afed9093e0f661a05f50777a130c76d58d59fe13f8a5fa6729be4d0d317520e05,True,False,21.470750895277778,21.470750895277778,17.590345559444444,17.590345559444444
0657bf403a311eb14256f0aba03427fc0591e3853d935b365f62c666d54677fdfc93112fc3fd2b80334bc3debd6f04752cad46d5a821cca786bae68bd2fb3d00,True,True,24.800405375,24.800405375,24.320517423888887,24.320517423888887
027330aab07214782927329058af123d85b97e3b828a56420790b712a4ea8ad08435a522abeda94a3f2b1323306752c5f48918a67190889e7db6e5b6aa58068a,True,True,138.86541038555555,138.86541038555555,138.40594824277778,138.40594824277778
15785c36411829a9d20b52f8378a4f1730f6068894786dec63dd7512db34b3f218c88d2db9dee421ecff401a6113c40b1b1c044ac57dae94e66bb913ffe069c6,False,False,,0.0,,0.0
9e55dd4a4a84e7fe882ccd153b6cf9a0851bebd7377e44e97c7b79555332b67fed804c9023ef0c11fb4387695a4db00fad8c607ff1a982bef9e3e222a6d19c1f,True,False,16.989331061944444,16.989331061944444,16.87342975111111,16.87342975111111
4230a687f7781fa459f36badf3f7817b45eb2b0945cfa7543b62dafdfe3de058a688315e3617274755495506815c20a3b41cc517c4e772d802c27ace996a49a6,True,True,2.954784549722222,2.954784549722222,2.8252849108333336,2.8252849108333336
52cd08c40ff616bae6930be2dfcfc07640046679fe8e198e9bb1e6cc15292ef179379747bf4c0f71b1b5c0f3263b833f2fd045820f9de08315264b3311b18077,True,False,0.31821841944444446,0.31821841944444446,0.0133553375,0.0133553375
7edf15aa56801962b5c6a24d4a418a821be0f51a8c8da1122faeb97d27942c74a7a63227183d6862d0c2f97e84b636f3168939e4f09fc0e597674872d3c96e44,False,False,,0.0,,0.0
4c386dc45ec97610c21aad40f4f2c0617373d3c9cde284108ddd96b0727432e8cac3b61e1efad5276d1fec5a2065f55f375918eedaa46f9179f789e2ed3a3a80,True,False,1.3731891569444445,1.3731891569444445,0.9224421605555555,0.9224421605555555
a7c6e9c3d7637a17244e61de43c2d509d4ea09c4b8489d6c02f3da95d2ba1d29a390ab20a12b500c20cf3806c53123981b2ab6a79a67de678b2f6b1cdbae08c7,True,True,48.37532761194444,48.37532761194444,24.62702092,24.62702092
6e43ab5d72f7a1fdf9c07009c3d7e9cd9106634635169279ed7e96ef25df8b4ede553bb4716b6c9859462a752481f28f1c2c1ded007cec29fd424e82ac6f7055,True,True,142.14038131916666,142.14038131916666,98.53760687194445,98.53760687194445
0abbc19d6dfd5a81411473afc56b91d4b3cf6534efec13fec41a71235ff9c0bf518a229bd8730b141832f17f34e89632b844e8c7ee8e86f6f434b412e046ca91,True,True,27.30854059388889,27.30854059388889,18.77885821388889,18.77885821388889
ab6f52796cd6d52ac9db01d1c00cb1e9639392008571ddbdf814e8ccc6441b4843a618cda62863973f2306fb5e93abbb1750371ea74edc552d73f52d60123e6f,True,True,95.5665893,95.5665893,17.57028337361111,17.57028337361111
79f0d4ef1d4a6e395f23dc8aa0d3b858e59ed59e7dfb73d28293d00f3d70fe4f6da3dd2dff83c20378f4cfbdb0bb73940aadacf943b3176eb5c49fcfe2101282,True,True,55.50359641972222,55.50359641972222,53.232193612222225,53.232193612222225
8fd3162a2f9318cd4688ac8f3eb99da15d9c96ca76d3b143e03adbd0583f3477909be850e7b8f318211ce1ed886fe45f7704a817de291922aa3d97a25cb25bbc,True,True,122.64705156777778,122.64705156777778,121.53074266527777,121.53074266527777
38ff4e03fe5c5ade0432c3b532d6ef9139ac5756828056baa6e3af64f3c0b648977f1e9c6a6aab3a1453d502ea1e91aa5e1de43743586ce00581baff29016fe5,True,False,17.1343070075,17.1343070075,17.084086133055557,17.084086133055557
0470fc9134ee59228ade95ca5c84c4f6126fbddc96ae38b5031208a89cdf8021a6018c34b0f3b881fd9a7cd31d3c4975ec6a69a1bb486e6a416c6b845f015a99,True,True,19.169585236666666,19.169585236666666,17.908968621666666,17.908968621666666
